,0
1969,"['early', 'morning', 'flight', 'routine', 'ingrid', 'nilsen']"
1970,"['first', 'humans', 'teleported', 'hannah', 'stocking', 'anwar', 'jibawi']"
1971,"['packing', 'hacks', 'fashionable', 'travel', 'vacation', 'like', 'pro', 'refinery']"
1972,"['old', 'go', 'trick', 'treating', 'ft', 'iisuperwomanii']"
1973,"['behind', 'sides']"
1974,"['mom', 'mindy', 'kaling', 'reveals', 'gender', 'baby']"
1975,"['country', 'people', 'qualified', 'world', 'cup']"
1976,"['eminem', 'rips', 'donald', 'trump', 'bet', 'hip', 'hop', 'awards', 'freestyle', 'cypher']"
1977,"['jared', 'padalecki', 'loves', 'vancouver']"
1978,"['darius', 'rucker', 'bring', 'audio']"
1979,"['lost', 'kings', 'first', 'love', 'official', 'video', 'ft', 'sabrina', 'carpenter']"
1980,"['students', 'baltimore', 'cardinal', 'shehan', 'school', 'sing', 'rise']"
1981,"['diy', 'electric', 'ultralight', 'pt', 'making', 'wings']"
1982,"['marshmello', 'ft', 'khalid', 'silence', 'illenium', 'remix']"
1983,"['jane', 'fonda', 'ashamed', 'call', 'w']"
1984,"['everything', 'wrong', 'friday', 'th', 'part']"
1985,"['make', 'sausage', 'brad', 'alive', 'bon', 'appétit']"
1986,"['star', 'wars', 'rey', 'join', 'kylo', 'ren']"
1987,"['rose', 'gold', 'purple', 'smokey', 'eye', 'jaclyn', 'hill']"
1988,"['american', 'made', 'upchurch', 'official', 'music', 'video']"
1989,"['project', 'binky', 'episode', 'austin', 'mini', 'gt', 'four', 'turbocharged', 'wd', 'mini']"
1990,"['microsoft', 'life', 'treehouse', 'meeting', 'space']"
1991,"['non', 'white', 'name']"
1992,"['kylo', 'ren', 'reacts', 'last', 'jedi', 'trailer']"
1993,"['nostalgia', 'critic']"
1994,"['michael', 'jackson', 'blood', 'dance', 'floor', 'x', 'dangerous', 'white', 'panda', 'mash']"
1995,"['hey', 'ya', 'walk', 'earth', 'outkast', 'cover']"
1996,"['star', 'wars', 'trash', 'compactor', 'challenge']"
1997,"['loved', 'turtles', 'way', 'spoiler', 'free']"
1998,"['fenty', 'beauty', 'review']"
1999,"['kiiara', 'wishlist', 'official', 'audio']"
2000,"['lego', 'lawn', 'mower', 'man', 'kinetic', 'sculpture']"
2001,"['seth', 'macfarlane', 'calls', 'harvey', 'weinstein', 'back']"
2002,"['mcdonald', 'rick', 'morty', 'szechuan', 'sauce', 'taste', 'test', 'cheat', 'day']"
2003,"['reacting', 'first', 'youtube', 'videos']"
2004,"['u', 'p', 'postman', 'delivers', 'mail', 'santa', 'rosa', 'fires', 'drone', 'video', 'douglas', 'thron', 'october']"
2005,"['arnold', 'set', 'center', 'earth']"
2006,"['bishop', 'briggs', 'dream', 'audio']"
2007,"['tourist', 'terrified', 'new', 'glass', 'walkway', 'cracks', 'weight']"
2008,"['score', 'strange', 'audio']"
2009,"['creepy', 'scarecrow', 'halloween', 'makeup', 'tutorial', 'diy', 'costume']"
2010,"['first', 'job', 'turned', 'heist', 'movie']"
2011,"['asiah', 'collins', 'crystal', 'smith', 'get', 'shouting', 'match', 'platinum', 'life', 'e']"
2012,"['top', 'halloween', 'costumes', 'yiay']"
2013,"['tom', 'walker', 'leave', 'light', 'official', 'video']"
2014,"['logan', 'vs', 'children', 'men', 'end', 'beginning']"
2015,"['jimmy', 'kimmel', 'full', 'interview', 'david', 'letterman']"
2016,"['laura', 'dern', 'reveals', 'sexual', 'harassment', 'experience', 'hollywood']"
2017,"['golden', 'state', 'warriors', 'championship', 'ring', 'ceremony', 'october']"
2018,"['eat', 'chicken', 'wing', 'hot', 'ones', 'extra']"
2019,"['every', 'haunted', 'house', 'ever']"
2020,"['giants', 'vs', 'broncos', 'nfl', 'week', 'game', 'highlights']"
2021,"['japanese', 'candy', 'art']"
2022,"['labrador', 'puppies', 'experience', 'new', 'firsts', 'guide', 'dog', 'training', 'dodo', 'live']"
2023,"['harry', 'styles', 'origin', 'one', 'direction']"
2024,"['stranger', 'things', 'final', 'trailer', 'hd', 'netflix']"
2025,"['david', 'archuleta', 'invincible', 'official', 'lyric', 'video']"
2026,"['dressing', 'cats', 'holoween', 'costumes']"
2027,"['wow', 'malignaggi', 'reveals', 'mcgregor', 'fight', 'talks', 'happening', 'al', 'haymon', 'talking', 'dana', 'white']"
2028,"['kucherov', 'picks', 'th', 'goal', 'season', 'red', 'wings']"
2029,"['halloween', 'flipbook', 'compilation', 'collection', 'theflippistlibrary', 'instagram']"
2030,"['police', 'release', 'new', 'details', 'las', 'vegas', 'shooting', 'investigation']"
2031,"['making', 'halloween', 'costume', 'tom', 'daley']"
2032,"['wonder', 'woman', 'hairstyles', 'hair', 'tutorial', 'kayleymelissa']"
2033,"['dancing', 'queen', 'macarons', 'scran', 'line']"
2034,"['making', 'world', 'biggest', 'rainbow', 'unicorn', 'cotton', 'candy', 'floss']"
2035,"['stephen', 'interview', 'hannity', 'interview', 'trump']"
2036,"['sexiest', 'male', 'vocalist', 'riff', 'w', 'usher', 'luke', 'evans']"
2037,"['real', 'fake', 'anime', 'pt', 'horror', 'edition', 'thomas', 'sanders']"
2038,"['extreme', 'sour', 'candy', 'challenge', 'live']"
2039,"['russell', 'four', 'rbis', 'lead', 'cubs', 'nlcs']"
2040,"['us', 'military', 'powerful', 'gun']"
2041,"['fidget', 'spinner', 'phone', 'real']"
2042,"['cover', 'coverproof', 'hr', 'wunder', 'foundation', 'first', 'impression', 'review', 'demo']"
2043,"['crazy', 'lion', 'plays', 'fetch', 'like', 'dog']"
2044,"['p', 'nk', 'beautiful', 'trauma', 'dance', 'video']"
2045,"['photos', 'eiffel', 'tower', 'night', 'illegal']"
2046,"['front', 'bottoms', 'peace', 'sign', 'official', 'video']"
2047,"['avicii', 'without', 'otto', 'knows', 'remix', 'ft', 'sandro', 'cavazza']"
2048,"['drugs', 'come']"
2049,"['south', 'park', 'harvey', 'weinstein']"
2050,"['americans', 'heard', 'cuba', 'attacks', 'sound']"
2051,"['jessie', 'j', 'ex']"
2052,"['goodbye', 'lonely', 'superfruit']"
2053,"['chris', 'young', 'go', 'drink', 'lyric', 'video']"
2054,"['imagine', 'dragons', 'whatever', 'takes']"
2055,"['house', 'speaker', 'paul', 'ryan', 'discusses', 'president', 'donald', 'trump', 'feuds', 'gop', 'morning', 'joe', 'msnbc']"
2056,"['halloween', 'pumpkin', 'message', 'board']"
2057,"['kodaline', 'ready', 'change', 'official', 'video']"
2058,"['emma', 'thompson', 'harvey', 'weinstein', 'top', 'harassment', 'ladder', 'bbc', 'newsnight']"
2059,"['pregnant', 'looking', 'asking', 'younger', 'self']"
2060,"['ufc', 'bisping', 'vs', 'st', 'pierre', 'toronto', 'press', 'conference']"
2061,"['essential', 'kitchen', 'tools', 'basics', 'babish']"
2062,"['gucci', 'mane', 'enormous', 'feat', 'ty', 'dolla', 'ign', 'official', 'audio']"
2063,"['kane', 'brown', 'mine']"
2064,"['beck', 'colors', 'slime', 'visualizer']"
2065,['anxious']
2066,"['field', 'vision', 'night', 'garden']"
2067,"['john', 'legend', 'penthouse', 'floor', 'ft', 'chance', 'rapper']"
2068,"['hamburger', 'recipe', 'crispy', 'mcdonald', 'chicken', 'hamburger', 'grandpa', 'orphan', 'kids']"
2069,"['saquon', 'barkley', 'highlights']"
2070,"['guns', 'n', 'roses', 'feat', 'pink', 'patience', 'msg', 'nyc', 'p', 'nk']"
2071,"['bell', 'rings', 'two', 'notes']"
2072,"['carlibybelxmissguided', 'fall', 'collection', 'reveal']"
2073,"['ellen', 'meets', 'las', 'vegas', 'survivors', 'jesus', 'campos', 'stephen', 'schuck']"
2074,"['dangerous', 'jungle', 'spider']"
2075,"['ultimate', 'pumpkin', 'carving', 'tool']"
2076,"['harry', 'potter', 'theory', 'hufflepuff', 'cup', 'slytherin', 'locket', 'ft', 'seamus', 'gorman']"
2077,"['everything', 'better', 'peanut', 'butter']"
2078,"['fifth', 'harmony', 'play', 'requestions', 'w', 'trl', 'fans', 'weekdays', 'pm', 'trl']"
2079,"['top', 'plays', 'week', 'nfl', 'highlights']"
2080,"['shield', 'make', 'entrance', 'together', 'first', 'time', 'three', 'years', 'raw', 'oct']"
2081,"['lebron', 'james', 'dwyane', 'wade', 'exclusive', 'interview', 'rachel', 'nichols', 'jump', 'espn']"
2082,"['kitchen', 'gadgets', 'put', 'test', 'part']"
2083,"['living', 'acne', 'trądzik']"
2084,"['got', 'perfect', 'suit', 'wedding']"
2085,"['tommy', 'geez', 'finally', 'jail', 'cardi', 'b', 'ex', 'g', 'afflicted']"
2086,"['film', 'theory', 'emoji', 'movie', 'illegal', 'feat', 'jacksfilms']"
2087,"['video', 'storm', 'ophelia', 'ireland']"
2088,"['mike', 'leach', 'press', 'conference', 'oct']"
2089,"['colin', 'kaepernick', 'collusion', 'case', 'really', 'mean']"
2090,"['mutual', 'human', 'actuation', 'uist']"
2091,"['future', 'medical', 'technology']"
2092,"['teensystep', 'high', 'speed', 'stepper', 'library']"
2093,"['hired', 'cia', 'spy', 'find', 'secret', 'photo']"
2094,"['spider', 'man', 'dominoes']"
2095,"['bruno', 'mars', 'way', 'one', 'voice', 'somos', 'live', 'performance']"
2096,"['thrust', 'ssc', 'still', 'car', 'travel', 'faster', 'speed', 'sound']"
2097,"['whats', 'inside', 'life', 'saving', 'watch']"
2098,"['roy', 'hibbert', 'watch', 'nba', 'previewpalooza', 'ringer']"
2099,"['activist', 'tamika', 'mallory', 'kicked', 'flight', 'seating', 'dispute']"
2100,"['mixing', 'eyeshadows', 'together']"
2101,"['sean', 'hughes', 'comedian']"
2102,"['asmr', 'triggers', 'chris', 'brittany']"
2103,"['wabash', 'kicker', 'takes', 'blocked', 'field', 'goal', 'td']"
2104,"['wear', 'halloween', 'makeup', 'every', 'day', 'beauty', 'mi', 'refinery']"
2105,"['evacuations', 'northern', 'california', 'wildfires', 'kill']"
2106,"['fidget', 'spinner', 'spinning', 'space']"
2107,"['bicycle', 'law', 'breaker']"
2108,"['windowsdevday', 'fluent', 'design']"
2109,"['deep', 'chinese', 'street', 'food', 'tour', 'sichuan', 'china', 'best', 'brain', 'rabbit', 'spicy', 'adventure']"
2110,"['joe', 'jonas', 'sophie', 'turner', 'engaged', 'see', 'ring']"
2111,"['genius', 'leonardo', 'da', 'vinci']"
2112,"['alec', 'benjamin', 'gabriel', 'music', 'video']"
2113,"['piccadilly', 'lights', 'future']"
2114,"['sticker', 'factory', 'stoned', 'mode']"
2115,"['blake', 'lively', 'daughter', 'eats', 'raw', 'meat', 'like', 'white', 'walker']"
2116,"['playing', 'boston', 'celtics', 'jaylen', 'brown', 'must', 'watch']"
2117,"['ayesha', 'curry', 'sending', 'pics', 'feet', 'steph', 'curry']"
2118,"['riding', 'bmx', 'construction', 'site']"
2119,"['u', 'russia', 'building', 'deep', 'space', 'gateway', 'need', 'know']"
2120,"['abby', 'loves', 'proclaimers', 'gonna', 'miles']"
2121,"['new', 'mutants', 'official', 'trailer', 'hd', 'th', 'century', 'fox']"
2122,"['jonathan', 'taylor', 'rips', 'yd', 'td', 'vs', 'purdue']"
2123,['pomegranates']
2124,"['alesso', 'anitta', 'official', 'music', 'video']"
2125,"['get', 'bullied', 'lele', 'pons']"
2126,"['harvey', 'weinstein', 'donald', 'trump', 'systemic', 'sexism', 'closer', 'look']"
2127,"['nicole', 'kidman', 'gets', 'flustered', 'talking', 'alexander', 'skarsgård', 'graham', 'norton', 'show']"
2128,"['filling', 'jon', 'batiste']"
2129,"['gram', 'material', 'worth', 'billion', 'dollars']"
2130,"['ironman', 'world', 'championship']"
2131,"['bebe', 'rexha', 'meant', 'feat', 'florida', 'georgia', 'line', 'lyric', 'video']"
2132,"['make', 'pcb', 'lcd', 'mask']"
2133,"['try', 'playing', 'grand', 'theft', 'auto', 'without', 'breaking', 'laws']"
2134,"['legends', 'shield', 'eliminated', 'list']"
2135,"['gordon', 'hayward', 'addresses', 'boston', 'celtics', 'home', 'crowd', 'october']"
2136,"['holo', 'inside', 'holographic', 'scar', 'makeup', 'ft', 'glam', 'gore']"
2137,"['fifth', 'harmony', 'spin', 'trl', 'wheel', 'dance', 'step', 'weekdays', 'pm', 'trl']"
2138,"['pumpkin', 'spice', 'everything']"
2139,"['haters', 'back', 'pants', 'cookies', 'nerdy', 'nummies']"
2140,"['ramen', 'vs', 'ramen', 'japan']"
2141,"['sue', 'perkins', 'delivers', 'superb', 'rant', 'harvey', 'weinstein', 'last', 'leg']"
2142,"['daniel', 'brühl', 'luke', 'evans', 'dakota', 'fanning', 'alienist', 'official', 'trailer', 'tnt']"
2143,"['monster', 'mash', 'pop', 'punk', 'halloween', 'cover', 'jonathan', 'young']"
2144,"['demi', 'lovato', 'plays', 'puppies', 'answering', 'fan', 'questions']"
2145,"['danielle', 'bradbery', 'sway']"
2146,"['apple', 'park', 'october', 'drone', 'tour', 'k']"
2147,"['black', 'panther', 'new', 'trailer', 'finds', 'chadwick', 'boseman', 'taking', 'throne', 'movie', 'talk']"
2148,"['cook', 'perfect', 'rice', 'every', 'time']"
2149,"['mike', 'leach', 'practice', 'oct']"
2150,"['rock', 'cooking', 'tomahawk', 'steak', 'twice', 'baked', 'potato']"
2151,"['easy', 'halloween', 'diys']"
2152,"['space', 'travel', 'possible']"
2153,"['cat', 'vs', 'dog', 'best', 'support', 'class']"
2154,"['rabbit', 'hole', 'learning']"
2155,"['airframe', 'f', 'raptor']"
2156,"['hurricane', 'ophelia', 'thousands', 'lose', 'power', 'storm', 'hits', 'ireland', 'bbc', 'news']"
2157,"['atlas', 'orion', 'like', 'siblings']"
2158,"['rick', 'morty', 'szechuan', 'sauce', 'vs', 'homemade']"
2159,"['cyclopia', 'rare', 'birth', 'defect', 'could', 'help', 'cure', 'cancer']"
2160,"['tiësto', 'ft', 'aloe', 'blacc', 'stargate', 'carry', 'home', 'official', 'video']"
2161,"['uses', 'less', 'gas', 'coasting', 'engine', 'braking']"
2162,"['morning', 'routine', 'fall']"
2163,"['adrian', 'peterson', 'sky', 'limit', 'cardinals', 'vs', 'buccaneers', 'week', 'oct']"
2164,"['pregnancy', 'heartbreak', 'shawn', 'johnson', 'andrew', 'east']"
2165,"['first', 'time', 'flying', 'lele', 'pons']"
2166,"['battlegrounds', 'movie', 'official', 'fake', 'trailer']"
2167,"['ned', 'tries', 'famous', 'soccer', 'trick', 'shots', 'try', 'vlog']"
2168,"['seth', 'rollins', 'dean', 'ambrose', 'react', 'shocking', 'changes', 'tlc', 'main', 'event', 'exclusive', 'oct']"
2169,"['diy', 'ouija', 'nail', 'art', 'clickbait', 'actual', 'nail', 'art', 'emergency']"
2170,"['history', 'jacksfilms', 'feat', 'jacksfilms', 'brief', 'history']"
2171,"['diy', 'halloween', 'pin', 'splosion', 'pizza', 'skulls', 'finger', 'candles', 'bears', 'oh']"
2172,"['candy', 'corn', 'themed', 'pizza', 'w', 'dad']"
2173,"['taylor', 'swift', 'gorgeous', 'lyric', 'video']"
2174,"['college', 'kids', 'react', 'marina', 'diamonds']"
2175,"['age', 'end', 'aging', 'forever']"
2176,['die']
2177,"['waste', 'amazon']"
2178,"['rick', 'morty', 'cartoon', 'food', 'taste', 'test']"
2179,"['movie', 'spoilers', 'anwar', 'jibawi']"
2180,"['exotic', 'animals', 'ancient', 'rome']"
2181,"['three', 'bizarre', 'cases', 'alien', 'abductions']"
2182,"['ultra', 'rare', 'velvet', 'worm']"
2183,"['stephen', 'smith', 'outraged', 'lavar', 'ball', 'comments', 'lonzo', 'debut', 'sportscenter', 'espn']"
2184,"['hillary', 'clinton', 'really', 'tried', 'avoid', 'going', 'inauguration', 'graham', 'norton', 'show']"
2185,"['harry', 'styles', 'scares', 'niall', 'horan']"
2186,"['pink', 'addresses', 'christina', 'aguilera', 'beef', 'plead', 'fifth', 'wwhl']"
2187,"['chiefs', 'vs', 'raiders', 'nfl', 'week', 'game', 'highlights']"
2188,"['marshmello', 'silence', 'ft', 'khalid', 'official', 'music', 'video']"
2189,"['official', 'video', 'away', 'manger', 'pentatonix']"
2190,"['thor', 'ragnarok', 'director', 'responds', 'ign', 'comments']"
2191,"['tonya', 'official', 'teaser', 'theaters', 'winter']"
2192,"['academy', 'anecdotes', 'school', 'stories']"
2193,"['lonzo', 'ball', 'completes', 'near', 'triple', 'double', 'lakers', 'win', 'points', 'rebounds', 'assists']"
2194,"['dog', 'vs', 'dog']"
2195,"['kitchen', 'gadgets', 'put', 'test', 'part']"
2196,"['diy', 'taylor', 'swift', 'lwymmd', 'costume', 'grace', 'helbig']"
2197,"['ai', 'need', 'help', 'humans']"
2198,"['jemele', 'hill', 'deserved', 'suspension', 'mad', 'espn', 'tmz', 'sports']"
2199,"['brand', 'new', 'show']"
2200,"['pokemon', 'fan', 'jumps', 'fence', 'white', 'house']"
2201,"['girlfriend', 'picks', 'outfits']"
2202,"['homemade', 'nintendo', 'switch', 'nintimdo', 'rp']"
2203,"['guy', 'sebastian', 'polishes', 'musical', 'disaster']"
2204,"['sauces', 'basics', 'babish']"
2205,"['body', 'amazing', 'pt']"
2206,"['halloween', 'costumes', 'equal']"
2207,"['dressed', 'like']"
2208,"['danisa', 'denmark', 'open', 'badminton', 'sf', 'ws', 'tai', 'tzu', 'ying', 'vs', 'ratchanok', 'intanon']"
2209,"['rita', 'ora', 'anywhere', 'official', 'video']"
2210,"['pokémon', 'go', 'spooky', 'pokémon', 'sableye', 'banette', 'others', 'arrive', 'pokémon', 'go']"
2211,"['tim', 'mcgraw', 'faith', 'hill', 'rest', 'life', 'music', 'video', 'behind', 'scenes', 'tim', 'mcgraw']"
2212,"['explode', 'pumpkin', 'actually']"
2213,"['charlie', 'puth', 'long', 'official', 'video']"
2214,"['harry', 'potter', 'theory', 'sorcerer', 'stone', 'made', 'ft', 'seamus', 'gorman']"
2215,"['ufc', 'fight', 'night', 'gdansk', 'official', 'weigh']"
2216,"['dogs', 'try', 'halloween', 'costumes']"
2217,"['detroit', 'pistons', 'trending', 'eminem', 'surprises', 'lca', 'crowd']"
2218,"['kids', 'try', 'years', 'chicken', 'bon', 'appétit']"
2219,"['pretending', 'klay', 'thompson']"
2220,"['outlander', 'sam', 'heughan', 'caitriona', 'balfe', 'read', 'fan', 'fiction', 'harper', 'bazaar']"
2221,"['katy', 'perry', 'gets', 'stuck', 'air', 'concert', 'nashville']"
2222,"['liam', 'payne', 'bedroom', 'floor', 'lyric', 'video']"
2223,"['marvel', 'punisher', 'official', 'trailer', 'hd', 'netflix']"
2224,"['zach', 'williams', 'fear', 'liar', 'official', 'lyric', 'video']"
2225,"['blue', 'planet', 'ii', 'trailer', 'bbc', 'earth']"
2226,"['martin', 'garrix', 'matisse', 'sadko', 'forever', 'official', 'music', 'video']"
2227,"['kuwtk', 'kourtney', 'khloe', 'kardashian', 'prank', 'sleeping', 'kendall', 'jenner', 'e']"
2228,"['mario', 'got', 'mustache', 'name']"
2229,"['hired', 'taylor', 'swift', 'impersonator', 'day']"
2230,"['pixel', 'durability', 'test', 'scratch', 'bend', 'tested']"
2231,"['kygo', 'kids', 'love', 'audio', 'ft', 'night', 'game']"
2232,"['rachel', 'platten', 'collide', 'audio']"
2233,"['dump', 'cyanide', 'happiness', 'shorts']"
2234,"['chris', 'young', 'blacked', 'audio']"
2235,"['strong', 'official', 'trailer']"
2236,"['halloween', 'look', 'disney', 'villain', 'ursula']"
2237,"['bobi', 'andonov', 'apartment', 'official', 'video']"
2238,"['days', 'diy', 'halloween', 'costumes', 'try', 'living', 'lucie', 'refinery']"
2239,"['eternity', 'calvin', 'klein']"
2240,"['needtobreathe', 'walking', 'water', 'official', 'video']"
2241,"['artie', 'lange', 'raw', 'uncensored', 'eating', 'spicy', 'wings', 'hot', 'ones']"
2242,"['jason', 'aldean', 'keith', 'urban', 'cover', 'back', 'cmt', 'artists', 'year']"
2243,"['hayley', 'kiyoko', 'feelings', 'official', 'video']"
2244,"['confronting', 'first', 'love']"
2245,"['love', 'daddy', 'trailer']"
2246,"['keyshia', 'cole', 'performs', 'incapable']"
2247,"['unmasking', 'california', 'new', 'white', 'supremacists']"
2248,"['baez', 'belts', 'two', 'homers', 'cubs', 'force', 'game']"
2249,"['cnco', 'mamita', 'audio']"
2250,"['star', 'wars', 'last', 'jedi', 'new', 'york', 'comic', 'con', 'experience']"
2251,"['vamps', 'maggie', 'lindemann', 'personal']"
2252,"['jeff', 'bezos', 'smashes', 'bottle', 'champagne', 'perched', 'top', 'giant', 'wind', 'mill']"
2253,"['kelly', 'clarkson', 'meaning', 'life', 'official', 'audio']"
2254,"['talk', 'destiny', 'child', 'michelle', 'williams', 'candid', 'depression', 'suicidal']"
2255,"['white', 'house', 'press', 'briefing', 'chief', 'staff', 'john', 'kelly', 'military', 'deals', 'soldiers', 'death']"
2256,"['capital', 'kings', 'rip', 'feat', 'aaron', 'cole', 'official', 'music', 'video']"
2257,"['loud', 'official', 'music', 'video']"
2258,"['nintendo', 'switch', 'video', 'capture']"
2259,"['venom', 'f', 'unveiling', 'event', 'november', 'pacific']"
2260,"['real', 'reason', 'taxes', 'suck']"
2261,"['cardi', 'b', 'performs', 'bodak', 'yellow']"
2262,"['chewy', 'salted', 'chocolate', 'caramels', 'cupcake', 'jemma']"
2263,"['voice', 'th', 'coach', 'digital', 'exclusive']"
2264,"['jess', 'hilarious', 'exposes', 'hazel', 'e', 'rose', 'burgundy', 'full', 'video']"
2265,"['chi', 'season', 'teaser', 'trailer', 'lena', 'waithe', 'common', 'showtime', 'series']"
2266,"['top', 'clara', 'moments']"
2267,"['rep', 'frederica', 'wilson', 'recounts', 'trump', 'call', 'widow', 'fallen', 'soldier', 'view']"
2268,"['david', 'fincher', 'hijacks', 'eyes']"
2269,"['stranger', 'things', 'gaten', 'matarazzo', 'recaps', 'season', 'minutes', 'teen', 'vogue']"
2270,"['josie', 'pussycats', 'ft', 'cheryl', 'blossom', 'milkshake', 'cover', 'riverdale']"
2271,"['saving', 'iguana', 'four', 'miles', 'offshore']"
2272,"['facts', 'european', 'royalty', 'mental_floss', 'list', 'show', 'ep']"
2273,"['f', 'ing', 'raw', 'kitchen', 'nightmares']"
2274,"['lavar', 'ball', 'answers', 'basketball', 'questions', 'twitter', 'tech', 'support', 'wired']"
2275,"['last', 'minute', 'diy', 'halloween', 'costumes']"
2276,"['mama', 'best', 'female', 'male', 'group', 'nominees']"
2277,"['walmart', 'vs', 'amazon', 'successful', 'company', 'comparison']"
2278,"['curtain', 'falls', 'announcement']"
2279,"['tesla', 'model', 'driving', 'impression', 'ocdetailing']"
2280,"['world', 'first', 'aerial', 'video', 'north', 'korea']"
2281,"['pregnancy', 'terminology', 'dan', 'phil', 'motherhood']"
2282,"['demi', 'lovato', 'simply', 'complicated', 'official', 'documentary']"
2283,"['artist', 'makes', 'amazing', 'fashion', 'illustrations']"
2284,"['giant', 'robot', 'duel']"
2285,"['well', 'boyfriend', 'know', 'riverdale', 'madelaine', 'petsch']"
2286,"['king', 'gizzard', 'lizard', 'wizard', 'crumbling', 'castle']"
2287,"['bitch', 'official', 'movie', 'trailer']"
2288,"['google', 'pixel', 'xl', 'reassembly', 'teardown', 'reverse']"
2289,"['dreams', 'hannah', 'stocking']"
2290,"['kj', 'apa', 'responds', 'riverdale', 'absurd', 'fan', 'theories', 'elle']"
2291,"['dejounte', 'murray', 'full', 'highlights', 'vs', 'timberwolves', 'pts', 'fgm']"
2292,"['burger', 'king', 'bullying', 'jr']"
2293,"['dimitri', 'vegas', 'like', 'mike', 'vs', 'david', 'guetta', 'feat', 'kiiara', 'complicated', 'rhab', 'remix']"
2294,"['mgmt', 'little', 'dark', 'age']"
2295,"['look', 'made', 'looks']"
2296,"['look', 'tiny', 'baby', 'hank']"
2297,"['roussel', 'schenn', 'engage', 'hilarious', 'punchless', 'fight']"
2298,"['celebrating', 'selena', 'quintanilla']"
2299,"['gerard', 'butler', 'ended', 'hospital', 'injecting', 'bee', 'venom', 'lorraine']"
2300,"['daina', 'performing', 'youtubeblack', 'fanfest', 'washington', 'c']"
2301,"['bon', 'iver', 'circle', 'one', 'one']"
2302,"['ashley', 'tisdale', 'wedding', 'tutorial', 'patrickstarrr']"
2303,"['time', 'history', 'time']"
2304,"['want', 'full', 'length']"
2305,"['brett', 'eldredge', 'long', 'way', 'official', 'music', 'video']"
2306,"['fifth', 'harmony', 'perform', 'say', 'love', 'weekdays', 'pm', 'trl']"
2307,"['divided', 'island', 'haiti', 'dr', 'became', 'two', 'worlds']"
2308,"['pinhead', 'halloween', 'costume', 'makeup', 'tutorial', 'w', 'rawbeautykristi']"
2309,"['google', 'pixel', 'unboxing', 'best', 'android', 'features']"
2310,"['full', 'story', 'hywind', 'scotland', 'world', 'first', 'floating', 'wind', 'farm']"
2311,"['adam', 'savage', 'set', 'tour', 'blade', 'runner', 'universe']"
2312,"['niall', 'horan', 'much', 'ask', 'behind', 'scenes']"
2313,"['louis', 'tomlinson', 'like', 'lyric', 'video']"
2314,"['lebron', 'james', 'postgame', 'interview', 'celtics', 'vs', 'cavaliers', 'oct', 'nba', 'season']"
2315,"['morrissey', 'spent', 'day', 'bed', 'official', 'video']"
2316,"['shining', 'twins', 'talk', 'kubrick', 'nicholson', 'remakes']"
2317,"['songs', 'daughter', 'africa', 'toto']"
2318,"['exclusive', 'htc', 'u', 'plus', 'leaked', 'degree', 'renders']"
2319,"['sweet', 'jax', 'tribute', 'cat']"
2320,"['miranda', 'sings', 'listick', 'cupcakes', 'hatersbackoff', 'scran', 'line']"
2321,"['pistons', 'live', 'postgame', 'stan', 'van', 'gundy']"
2322,"['iihs', 'launches', 'new', 'passenger', 'side', 'crash', 'test', 'iihs', 'news']"
2323,"['make', 'gross', 'tacular', 'surprise', 'inside', 'halloween', 'roulette', 'cake', 'yolanda', 'gampp', 'cake']"
2324,"['pawn', 'stars', 'original', 'superman', 'costume', 'season', 'history']"
2325,"['drivers', 'fight', 'crash', 'anderson', 'indiana', 'race']"
2326,"['free', 'predetermined']"
2327,"['parachute', 'fails']"
2328,"['fall', 'makeup', 'tutorial', 'ft', 'patrickstarrr', 'ashley', 'tisdale']"
2329,"['live', 'q', 'birdie', 'brie', 'winston', 'brie', 'confirms', 'wwe', 'return', 'baby']"
2330,"['california', 'musical', 'road', 'sounds', 'terrible']"
2331,"['bought', 'luxury', 'mystery', 'box', 'ebay', 'omg']"
2332,"['cat', 'realised', 'neutered', 'wait', 'n', 'nnewsflare']"
2333,"['boogie', 'wit', 'da', 'hoodie', 'goes', 'sneaker', 'shopping', 'complex']"
2334,"['crane', 'removal', 'timelapse']"
2335,"['logan', 'paul', 'outta', 'hair', 'official', 'music', 'video']"
2336,"['latinos', 'react', 'selena', 'google', 'doodle']"
2337,"['bailey', 'bryan', 'good', 'official', 'cover']"
2338,"['draymond', 'green', 'know', 'serious', 'rockets', 'take', 'defense']"
2339,"['excited', 'dogs', 'car', 'stop', 'howling', 'park', 'dodo']"
2340,"['equifax', 'last', 'week', 'tonight', 'john', 'oliver', 'hbo']"
2341,"['john', 'oliver', 'harvey', 'weinstein']"
2342,"['storm', 'ophelia', 'makes', 'landfall', 'ireland']"
2343,"['jordan', 'lindsay', 'foxtrot', 'dancing', 'stars']"
2344,"['jonathan', 'groff', 'got', 'lead', 'netflix', 'mindhunter']"
2345,"['video', 'games', 'turning', 'movies']"
2346,"['blake', 'lively', 'talks', 'harvey', 'weinstein', 'gma']"
2347,"['john', 'mccain', 'liberty', 'medal', 'speech']"
2348,"['things', 'tell', 'younger', 'self', 'life', 'lessons', 'ingrid', 'nilsen']"
2349,"['vintage', 'shopping', 'first', 'time', 'mess', 'lol']"
2350,"['baby', 'hears', 'first', 'time', 'almost', 'moved', 'tears']"
