,Unnamed: 0,likes_log,views_log,dislikes_log,comment_log,category_id_Autos & Vehicles,category_id_Comedy,category_id_Education,category_id_Entertainment,category_id_Film & Animation,category_id_Gaming,category_id_Howto & Style,category_id_Music,category_id_News & Politics,category_id_Nonprofits & Activism,category_id_People & Blogs,category_id_Pets & Animals,category_id_Science & Technology,category_id_Shows,category_id_Sports,category_id_Travel & Events,unpopular,popular
87,87,9.776676385669742,13.603508459518833,6.966967138613982,8.645586406184636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,88,8.148734808937169,12.103790719481944,4.736198448394496,6.131226489483142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
89,89,4.02535169073515,8.996651979432729,0.0,1.9459101490553128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,90,6.818924065275521,11.47697699219401,3.1780538303479458,5.0751738152338275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,91,5.318119993844216,10.901579445098683,1.6094379124341005,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92,92,6.1654178542314195,11.297849284733775,3.1780538303479458,4.672828834461906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93,93,4.663439094112067,7.990915463091325,0.0,3.0910424533583165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,94,4.477336814478207,9.87657873597891,1.0986122886681098,2.7080502011022096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,95,12.140210582230306,15.481884792911202,9.760136677640244,9.894295434167214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
96,96,8.980423936374542,12.351782083827395,3.8712010109078916,6.668228248417402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,97,9.92250555837189,14.124185725295018,6.928537818164664,8.043663352393944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,98,11.814288524477876,14.430448598837032,8.599878558034844,10.060875842784869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,99,10.16496681011591,14.500902242258455,7.978653729082731,7.76046702921342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,100,5.351858133476067,9.622052592844813,1.3862943611198906,3.2958368660043287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,101,3.4011973816621555,8.569216219483389,0.0,2.6390573296152584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
102,102,8.368693183097793,13.030969319574918,4.248495242049359,5.579729825986222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
103,103,5.616771097666573,10.968663698450401,1.791759469228055,4.663439094112067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
104,104,9.410992885454863,12.889381588954215,6.139884552226255,7.480428306074207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
105,105,3.1354942159291497,11.71337340835225,2.5649493574615367,1.791759469228055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,106,9.944629495867305,12.933838620485735,6.257667587882639,8.794218683679487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
107,107,8.201111644442758,11.61563547112909,4.709530201312334,6.579251212010101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
108,108,7.7182409519593165,11.278227922626956,5.420534999272285,5.9814142112544815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
109,109,9.136478523377725,12.084785979322088,5.1179938124167546,6.782192056006791,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
110,110,10.58136879942564,13.946397582326881,7.382746449738913,7.326465613840322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111,111,6.137727054086233,12.067873231771113,4.465908118654584,5.717027701406223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112,112,10.823032982130778,13.49252180918034,6.90875477931522,8.501876487304344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
113,113,9.968853855967383,13.732216988627885,6.811244378601294,6.8134445995108965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
114,114,2.772588722239781,7.467371066917559,0.0,2.302585092994046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
115,115,3.80666248977032,9.594445640962938,3.9318256327243257,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
116,116,11.91792379748895,15.450188640368912,9.085683767376628,8.510168576479273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
117,117,9.167745974343763,13.82511429410697,6.822197390620492,7.930206206684683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,118,10.00206511589712,13.733913225821427,6.938284484016959,9.120306249272204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,119,10.656600314263509,14.048771554880073,7.843064016692054,9.091669442258503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
120,120,9.490015474026047,12.705786764541445,5.823045895483018,7.910957382845589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,121,9.787234595711878,14.059433514273927,6.816735880594968,7.416378479192928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,122,11.58885819980283,15.194382944243443,8.258940462988459,10.023800718046138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
123,123,9.555559953069064,13.156057307528148,7.449498005382849,7.71333788887187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
124,124,9.534956892221027,14.053593163849767,6.508769136971682,7.132497551660045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,125,8.949494953477961,12.134925669911635,6.300785794663245,7.259819610363187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,126,9.862873869650832,13.386160461049835,5.736572297479192,7.644440761556567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
127,127,7.4115562878111625,9.77440339912459,2.5649493574615367,5.081404364984463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,128,6.9782137426306985,12.498398916975605,5.220355825078324,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
129,129,9.440022500129976,12.914955370476177,5.365976015021852,6.156978985585555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130,130,9.72812174830818,12.138682061123975,4.4067192472642525,7.1308988302963465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
131,131,10.025483921845382,12.953487816678571,5.521460917862246,8.254788926148725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
132,132,11.229036190757144,14.197925370807054,7.0808678966907825,8.353497098745448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
133,133,8.814330422638774,11.238804358891153,4.442651256490317,6.091309882077698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,134,0.0,10.938662935287967,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
135,135,8.540714386457584,12.60490581084029,3.8501476017100575,6.626717749249026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
136,136,10.600228268606203,14.49253292975461,7.617759576608505,8.457443187010464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,137,7.889459149404523,10.804766164289779,4.770684624465665,6.306275286948017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
138,138,9.269646477873593,12.041115451762927,4.158883083359672,7.01211529430638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
139,139,6.4599044543775355,11.791813987240017,3.8918202981106265,4.948759890378168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,140,8.185907481482324,13.433089875664267,7.410347097821023,6.86171134048073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,141,10.513606322644655,13.439189603035814,7.187657164114956,9.65233025476672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,142,9.742673052026603,12.593278734366054,5.655991810819852,7.399398083331354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
143,143,9.8933867103567,15.480907543093949,7.979338895262327,7.730174795246223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,144,8.280964400553373,12.722807773728444,4.663439094112067,6.495265555937007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
145,145,7.5126175446745105,9.83868232917001,3.8501476017100575,5.579729825986222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,146,9.417842227300435,12.61783124136693,5.808142489980444,6.9985096422506015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
147,147,11.611783887762925,15.43036994759645,7.7681103785259875,9.40738632416852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
148,148,8.510369966068113,10.854875121447714,2.6390573296152584,6.522092798170153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,149,9.255504923930557,11.963363938721125,4.969813299576002,7.093404625868766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
150,150,9.643939319328119,13.980139859060598,6.911747300251673,8.461891875631148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
151,151,9.901235017482836,14.947464130276128,6.651571873589728,8.738735461363474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,152,5.0751738152338275,11.093143355967273,5.556828061699537,5.631211781821365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,153,7.690286020676768,11.949546804252305,4.634728988229637,6.148468295917647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
154,154,8.16961956172385,12.815889846253045,10.098519653689262,8.774467601446593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,155,8.486527777105353,11.03382458089848,4.927253685157205,6.551080335043403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,156,7.813591552952433,15.406168627879474,7.367077059881012,3.610917912644224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
157,157,8.58110651715989,12.286333790882926,4.110873864173311,6.156978985585555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
158,158,9.68948955288162,12.87226991772352,6.4754327167040895,7.430707082545968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,159,6.86171134048073,13.101188769372852,4.941642422609304,6.401917196727187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
160,160,5.010635294096256,10.441617010829463,2.4849066497880004,4.4543472962535064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
161,161,9.852562611350836,12.79852618140744,4.812184355372417,7.029087564149663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,162,9.508962384466296,12.551770056223955,5.4638318050256105,7.2875606403097235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,163,8.673855001429615,13.158760878272345,5.673323267171493,6.025865973825314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,164,8.832733591996416,13.261328480648364,4.867534450455582,6.890609120147166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
165,165,11.242152950032198,14.231998029354177,7.3408355541232755,8.29154650988391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,166,8.610683534503575,11.876595883421347,4.84418708645859,5.891644211825772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
167,167,10.297520899681873,14.849939817855473,7.748028524432375,8.892336539638011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
168,168,11.786541573959735,14.827626246213464,7.0690234265782586,9.177920480720072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
169,169,5.3471075307174685,8.691650573153389,2.7080502011022096,3.4011973816621555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
170,170,7.962415680121063,11.602144403501859,4.624972813284272,6.2878585601617845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,171,10.488297569391689,15.520647301940556,9.524859098381523,8.417151837236009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,172,5.5683445037610975,7.707062655370473,0.0,3.4657359027997265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
173,173,9.937888979253461,12.989510611603382,5.746203190540153,7.731053144007128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
174,174,9.213834261230438,12.215537710145874,5.003946305945459,6.3835066348840055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
175,175,8.618666160346871,11.693002838801627,4.30406509320417,6.542471960506806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
176,176,5.971261839790463,11.852927179934087,2.079441541679836,3.332204510175204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
177,177,6.746412128573375,10.267053697512587,3.737669618283368,5.616771097666573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
178,178,8.796187635470453,12.24707542370808,5.0238805208462765,5.976350909297934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
179,179,5.902633333401367,10.997204545438429,2.5649493574615367,3.828641396489095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,180,11.36845445230732,14.368727632010266,6.97166860472579,8.900003608959596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
181,181,11.00079899547119,15.381969568090696,7.1292975489293715,8.241966560231802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,182,8.830981510952498,13.180320916303222,5.58724865840025,8.024862150286411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
183,183,11.308603667896607,14.417303125141695,6.97166860472579,8.405367376233983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
184,184,0.0,9.705402400562695,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
