,likes_log,views_log,dislikes_log,comment_log,category_id_Autos & Vehicles,category_id_Comedy,category_id_Education,category_id_Entertainment,category_id_Film & Animation,category_id_Gaming,category_id_Howto & Style,category_id_Music,category_id_News & Politics,category_id_Nonprofits & Activism,category_id_People & Blogs,category_id_Pets & Animals,category_id_Science & Technology,category_id_Shows,category_id_Sports,category_id_Travel & Events
0,7.980023592310645,13.464179879394175,7.69484807238461,6.949856455000773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.120853205474647,12.406700612806763,8.82864061741828,8.48446336679332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7.635786861395585,12.304387397991158,6.1092475827643655,5.8664680569332965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,7.4342573821331355,10.23261142738757,3.5553480614894135,5.1647859739235145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,5.081404364984463,9.587268821942159,2.995732273553991,3.9512437185814275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,9.480367509189243,12.772195786074038,6.2324480165505225,7.168579897264035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,6.956545443151569,11.638685488579059,3.044522437723423,5.697093486505405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,9.781545881730885,13.76731351786198,8.073402968986406,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,9.498822124598528,12.535031009293794,5.3612921657094255,8.75605259917045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,10.81997826441295,14.684540275922584,7.5595594960077,8.792549614177382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,10.063606103428887,14.21678824438015,8.157943507105037,8.67812085552252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,13.05758376053885,16.434953272607927,8.794521851788527,9.951801412814678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,8.210124405164267,11.597634192897182,4.68213122712422,6.597145701886651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,10.808595995007714,13.328918905043242,7.594381242551817,8.286773231131251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10.300550796963453,14.034609139407195,7.878534196140362,8.321907968230423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,9.976598599353451,14.437547806216026,7.581209826196346,7.653969180478774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
